id	label	title	paragraph	sentence
50940	0	Economics of climate change mitigation	75	(2007:776-777) assessed studies where estimates are given for regional mitigation costs.
51016	1	Christiana Figueres	26	"Aware that developing countries would need additional support to undertake mitigation efforts that go beyond traditional single-site CDM projects into the promotion of climate friendly policies and measures, in 2002 Figueres proposed a ""Sectoral CDM"" under which developing countries would be encouraged to develop regional or sectoral projects that may be the result of specific sustainable development policies."
51088	0	Physical impacts of climate change	10	This leads to the surrounding densely forested areas becoming more dry and staying dry for longer periods of time.
51105	0	Physical impacts of climate change	12	Other likely changes are listed below:
51122	1	Physical impacts of climate change	15	"The World Meteorological Organization explains that ""though there is evidence both for and against the existence of a detectable anthropogenic signal in the tropical cyclone climate record to date, no firm conclusion can be made on this point."
51132	0	Physical impacts of climate change	19	Over the course of the 20th century, evaporation rates have reduced worldwide; this is thought by many to be explained by global dimming.
51181	1	Physical impacts of climate change	29	"Using the A2 SRES emissions scenario, Schneider ""et al""."
51207	1	Physical impacts of climate change	38	As stated above, the total volume of glaciers on Earth is declining sharply.
51243	1	Physical impacts of climate change	49	In [[Greenland]] the period since the year 2000 has brought retreat to several very large glaciers that had long been stable.
51247	0	Physical impacts of climate change	49	It has also accelerated from /day to /day.
51254	1	Physical impacts of climate change	50	Ongoing effects include rising sea levels due to thermal expansion and melting of glaciers and ice sheets, and warming of the ocean surface, leading to increased temperature stratification.
51290	0	Physical impacts of climate change	60	From 1961 to 2003, the global ocean temperature has risen by 0.10 °C from the surface to a depth of 700 m. There is variability both year-to-year and over longer time scales, with global ocean heat content observations showing high rates of warming for 1991 to 2003, but some cooling from 2003 to 2007.
51330	0	Physical impacts of climate change	75	http://www.facenfacts.com/NewsDetails/71424/climate-crisis-staring-in-our-face-take-up-responsibility.htm==Notes==
51347	1	Climate change, industry and society	2	"Humans are exposed to climate change through changing weather patterns (temperature, precipitation, sea-level rise and more frequent extreme events) and indirectly through changes in water, air and food quality and changes in ecosystems, agriculture, industry and settlements and the economy (Confalonieri ""et al""., 2007:393)."
51350	0	Climate change, industry and society	3	"With high confidence, Confalonieri ""et al""."
51360	0	Climate change, industry and society	7	"With high confidence, Confalonieri ""et al."
51371	0	Climate change, industry and society	8	These increases were primarily in low-income populations already experiencing a large burden of disease.
51372	0	Climate change, industry and society	9	"With high confidence, Confalonieri ""et al."
51374	0	Climate change, industry and society	11	Floods are low-probability, high-impact events that can overwhelm physical infrastructure and human communities.
51402	0	Climate change, industry and society	22	"With high confidence, Confalonieri ""et al."
51436	0	Climate change, industry and society	29	"With high confidence, Confalonieri ""et al."
51441	0	Climate change, industry and society	29	Exposure to elevated concentrations of ozone is associated with increased hospital admissions for pneumonia, chronic obstructive pulmonary disease, asthma, allergic rhinitis and other respiratory diseases, and with premature mortality.
51490	1	Life-cycle greenhouse-gas emissions of energy sources	3	Other limitations of the data include: a) missing life cycle phases, and, b) uncertainty as to where to define the cut-off point in the global warming potential of an energy source.
51499	0	Life-cycle greenhouse-gas emissions of energy sources	7	"The high rate of near 110 grams of GHGs mentioned in this Yale paper, as shown in Figure 4 and discussed in the body of the article, is derived from what the authors consider to be a ""worst-case scenario"" that is not ""considered very robust""."
51524	0	Life-cycle greenhouse-gas emissions of energy sources	14	Most recently, Sovacool (2008) calculated a mean value for the overall emissions by averaging the global results of 19 LCA [Life-Cycle Analysis] studies forming a subset of, as stated by the author, 'the most current, original and transparent studies' out of 103 studies.
51544	0	Life-cycle greenhouse-gas emissions of energy sources	19	"Furthermore, the study criticised the Vattenfall report: ""it omits the energy and greenhouse gas impacts of many upstream [mining] contributions."
51584	0	Climate change in Scotland	2	Between 1990 and 2007, Scottish net emissions have reduced by 18.7%.
51598	0	Climate change in Scotland	6	Species of plants and animals that can't adapt quickly enough may become extinct or be replaced by other creatures.
51624	0	Straight Up (book)	2	Romm writes and edits the climate blog ClimateProgress.org for the Center for American Progress, where he is a Senior Fellow.
51636	0	Straight Up (book)	5	"In his first chapter, Romm argues that the media perpetuates the ""status quo"" through laziness and a misunderstanding of how to present a ""balanced"" story."
51659	1	Straight Up (book)	10	"Vice-President Al Gore endorsed the book as ""important"" on his blog, writing, ""If you are interested in the fight to solve the climate crisis, I recommend you read this book."
51662	1	Straight Up (book)	11	"In particular, Romm eviscerates the American news establishment for ignoring climate catastrophe issues""."
51672	0	Straight Up (book)	11	... Strong opinions, muscular writing.
51702	1	Straight Up (book)	14	"A July 2010 review in RenewableEnergyWorld.com agreed with Romm that ""with the little time we have left to avert climate chaos, we must devote most of our resources to deploying existing technologies like solar, wind and geothermal that we know can bring atmospheric carbon back down down to safe levels."
51705	1	Mitigation of aviation's environmental impact	1	Despite emission reductions from automobiles and more fuel-efficient (and therefore less polluting) turbofan and turboprop engines, the rapid growth of air travel in recent years contributes to an increase in total pollution attributable to aviation.
51730	0	Mitigation of aviation's environmental impact	9	Airlines and airports are looking at ways of reducing emissions and fuel burn through the use of improved operating procedures.
51732	0	Mitigation of aviation's environmental impact	9	Scandinavian Airlines (SAS) is now operating its Boeing 737 fleet at a slower cruising speed to help reduce emissions by 7–8%.
51766	1	Mitigation of aviation's environmental impact	22	Continental Airlines' carbon offsetting scheme involves paying a fixed fee of $2 to cancel out emissions through reforestation.
51888	0	Renewable energy debate	33	Dedicated hydroelectric projects are often built to provide the substantial amounts of electricity needed for aluminium electrolytic plants, for example.
51900	0	Renewable energy debate	35	The cost of large dams and reservoirs is justified by some of the added benefits.
51912	0	Renewable energy debate	38	A consequence is the need to relocate the people living where the reservoirs are planned.
51924	0	Renewable energy debate	40	There is a lack of knowledge in the scientific community regarding reservoir GHG emissions, producing many diverging positions.
51952	0	Renewable energy debate	46	Cadmium in its metallic form is a toxic substance that has the tendency to accumulate in ecological food chains.
52004	0	Renewable energy debate	58	Media reports tend to emphasize storylines that have popular appeal (i.e.
52115	0	Climate change scenario	2	(2001) noted that these relationships were not proof of causation.
52121	0	Climate change scenario	4	Emissions do not only depend on the growth rate of the economy.
52124	0	Climate change scenario	5	A baseline scenario is used as a reference for comparison against an alternative scenario, e.g., a mitigation scenario.
52130	0	Climate change scenario	7	A wide range of quantitative projections of greenhouse gas emissions have been produced.
52141	0	Climate change scenario	9	"Garnaut ""et al."
52142	0	Climate change scenario	9	(2008) made a projection of fossil-fuel CO emissions for the time period 2005-2030.
52146	0	Climate change scenario	9	"Garnaut ""et al."
52162	1	Greenhouse Development Rights	2	Its goal is developmental justice, as it might exist even in a world that is compelled to rapidly reduce greenhouse-gas emissions to near-zero levels.
52164	0	Greenhouse Development Rights	2	A right to life free from the privations of poverty.
52167	1	Greenhouse Development Rights	3	By so doing, it seeks to provide a coherent, transparent, and compelling way of calculating and comparing national “fair shares” – broadly defined – of the cost of the global climate transition.
52179	1	Greenhouse Development Rights	7	The Greenhouse Development Rights framework was developed and modeled by Paul Baer, Tom Athanasiou of EcoEquity, Sivan Kartha and Eric Kemp-Benedict of the Stockholm Environment Institute.
52188	0	Greenhouse Development Rights	7	The GDRs second edition book and model were released at COP 14 in Poznan.
52217	0	Greenhouse Development Rights	14	Distributing the global mitigation gap in this way yields some striking results.
52234	0	Greenhouse Development Rights	16	How to institute credible and democratic governance?
52248	1	Media coverage of global warming	4	This rise is “largely attributed to news surrounding United States (US) President Donald J. Trump’s withdrawal from the 2015 United Nations (UN) Paris Climate Agreement, with continuing media attention paid to the emergent US isolation following through the G7 summit a few weeks later.”
52270	0	Media coverage of global warming	10	Science journalism concerns itself with gathering and evaluating various types of relevant evidence and rigorously checking sources and facts.
52281	0	Media coverage of global warming	13	"He continued that using this ""inflammatory terminology has a distinctly Orwellian flavor."
52303	0	Media coverage of global warming	18	As Feindt & Oels state, “[media] discourse has material and power effects as well as being the effect of material practices and power relations”.
52358	0	Media coverage of global warming	34	It does so by comparing two pictures.
52395	0	Tarawa Climate Change Conference	6	Kiribati
52398	0	Tarawa Climate Change Conference	9	Vanuatu, Tuvalu, Marshall Islands
52448	1	Carbon fee and dividend	14	Carbon fee and dividend is the preferred climate solution of Citizens' Climate Lobby (CCL).
52451	0	Carbon fee and dividend	15	Inspired by the market-friendly structure of carbon fee and dividend, Republican Congressman Bob Inglis introduced H.R.
52459	0	Carbon fee and dividend	17	The measure urges the United States Congress to enact a tax on carbon-based fossil fuels.
52460	0	Carbon fee and dividend	17	The proposal is revenue-neutral, with all money collected going to the bottom 2/3 of American households.
52470	0	Carbon fee and dividend	20	Several 2020 presidential candidates have publicly shared their support of the fee and dividend policy, including Bernie Sanders, Pete Buttigieg, Andrew Yang, and John Delaney.
52484	0	2007 Nobel Peace Prize	4	"This makes each of you a Nobel Laureate and it is my privilege to acknowledge this honour on your behalf""."
52493	0	2007 Nobel Peace Prize	6	"It stated that it had not sent the certificates to ""contributing authors, expert reviewers and focal points."
52504	0	John Abraham (engineer)	4	If I didn’t know the science, I would believe him.
52571	1	Requiem for a Species	13	Munro also points out that some eminent climate scientists, like Princeton University's Michael Oppenheimer, remain optimistic that humanity will act before it is too late.
52579	0	Requiem for a Species	16	At the time of publication, Clive Hamilton was Professor of Public Ethics at the Centre for Applied Philosophy and Public Ethics (CAPPE) at Australia.
52601	0	Erik M. Conway	3	"His 2010 book ""Merchants of Doubt"" was co-authored with Naomi Oreskes, as was his article in the Winter 2013 issue of ""Daedalus"" called ""The Collapse of Western Civilization: A View from the Future""."
52627	0	Particulates	5	The drift/mist emissions from the wet cooling towers is also source of particulate matter as they are widely used in industry and other sectors for dissipating heat in cooling systems.
52670	0	Particulates	18	Electrostatic precipitators electrically charge the dirty air as it passes through.
52682	0	Particulates	21	The converse is true of absorbing aerosol, with the greatest radiative forcing arising from a highly absorbing aerosol over a surface of high albedo.
52687	0	Particulates	22	The Indirect aerosol effect consists of any change to the earth's radiative budget due to the modification of clouds by atmospheric aerosols, and consists of several distinct effects.
52706	0	Particulates	25	an increase in planetary albedo.
52743	0	Particulates	34	Legislative limits for engine emissions based on mass are therefore not protective.
52796	0	Particulates	49	PM standards will increase in stringency in 2020.
52827	0	Particulates	65	Mongolia's capital city Ulaanbaatar has an annual average mean temperature of about 0 °C, making it the world's coldest capital city.
52902	0	4 Degrees and Beyond International Climate Conference	8	Prof. Peter Christoff, Prof. Robyn Eckersley, Prof. Ross Garnaut, Prof. David Griggs, Andrew Hewett, Prof. Ove Hoegh-Guldberg, Dr Mark Howden, Prof. Lesley Hughes, Prof. David Karoly, Prof. Jan Mcdonald, Assoc.
52951	0	The Conversation (website)	20	The 2015 reader survey results showed an audience of 2.6 million users on site, and a reach through Creative Commons republication of 23 million.
52965	0	The Island President	4	"US rights to ""The Island President"" were acquired by Samuel Goldwyn Films."
52979	0	Contesting the Future of Nuclear Power	1	There is a postscript on the Japanese 2011 Fukushima nuclear disaster.
52988	0	United Nations Environment Programme Finance Initiative	1	The UNEP FI consists of 215 members from financial institutions and 41 supporting institutions.
52992	0	United Nations Environment Programme Finance Initiative	2	The United Nations Environment Programme Finance Initiative is known for their help in facilitating and shaping interactions between a wide range of partners.
53006	0	United Nations Environment Programme Finance Initiative	8	Signatories become member of the initiative by paying a nominal fee.
53167	0	Fukushima disaster cleanup	34	These pools had been cooled with seawater for some time, and TEPCO feared the salt would corrode the stainless steel pipes and pool wall liners.
53194	0	Fukushima disaster cleanup	43	It could take 30 years or more to remove the nuclear fuel, dismantle the reactors, and remove all the buildings.
53238	0	Fukushima disaster cleanup	54	Some 70000 square meters of seabed around the intake of cooling water would be covered with 60 centimeters thick cement.
53270	0	Clean Energy Act 2011	5	Following a party revolt by Coalition members opposed to the Scheme, and shortly before the carbon vote, Tony Abbott challenged for the leadership of the Liberal Party and narrowly defeated Turnbull.
53278	1	Clean Energy Act 2011	8	"Following her election as party leader, in various policy announcements in the lead up to the 2010 election, Prime Minister Gillard and Treasurer Wayne Swan gave assurances that no carbon tax would be introduced by a Gillard led government, but that a ""citizens' assembly"" would be called to sound out public support for a price on carbon."
53289	1	Clean Energy Act 2011	12	The financial years beginning on 1 July 2012, 1 July 2013 and 1 July 2014 are fixed charge years (otherwise known in popular terms as the 'carbon tax').
53324	1	The Climate Reality Project	8	The Reality Coalition used television, print and online advertisements as well as grassroots events to challenge the idea of coal pollution mitigation.
53380	0	Green Climate Fund	5	The fund partners with 84 organizations that include commercial and development banks, state agencies and civil society groups, which pilot and execute innovative approaches to climate programs.
53382	1	Green Climate Fund	6	Uncertainty over where this money would come from led to the creation of a High Level Advisory Group on Climate Financing (AGF) by UN Secretary-General Ban Ki-Moon in February 2010.
53457	0	Rose Mapendo	9	2007 - Volvo for Life Award
53502	0	Suomi NPP	8	(beyond the initial 5-year mission) the spacecraft continues to operate.
53557	0	Arctic (company)	15	In 2012, Arctic introduced more advanced models with MC101 Series, AMD Trinity-powered HTPCs which are aimed for multimedia users.
53587	1	Effects of global warming on oceans	1	Global warming can affect sea levels, coastlines, ocean acidification, ocean currents, seawater, sea surface temperatures, tides, the sea floor, weather, and trigger several changes in ocean bio-geochemistry; all of these affect the functioning of a society.
53611	0	Effects of global warming on oceans	7	Coastal regions would be most affected by rising sea levels.
53638	1	Effects of global warming on oceans	10	Many economists predict that global warming will be one of the main economic threats to the West Coast, specifically in California.
53673	0	Effects of global warming on oceans	19	Projections suggest that surface-ocean pH could decrease by an additional 0.3–0.4 units by 2100.
53754	0	M. Sanjayan	3	A leading science communicator and television presenter, Sanjayan has hosted and co-hosted a range of documentaries for PBS, BBC and Discovery.
53785	0	Carbon pricing in Australia	2	The fixed price rose to $24.15 for 2013–14.
53816	0	Carbon pricing in Australia	8	Industry and business lobby groups however argued for more permits and assistance to offset the economic impacts of the scheme on many enterprises, particularly during the financial crisis of 2007–2008.
53835	0	Carbon pricing in Australia	12	Shortly afterwards Gillard called a federal election for 21 August 2010.
53871	1	Carbon pricing in Australia	21	The pricing mechanism was expected to cover 60% of Australia's carbon emissions.
53902	0	Carbon pricing in Australia	36	However, there is a five-year trend for emissions from the electricity generation sector in Australia to decline.
53905	0	Carbon pricing in Australia	36	The decline is due partly to an almost 6% reduction in electricity demand in the National Electricity market since 2008.
53922	1	Carbon pricing in Australia	42	However, he now says the carbon tax has had a positive impact on the business.
53929	1	Carbon pricing in Australia	48	The introduction of a carbon price in Australia was controversial.
53944	0	Carbon pricing in Australia	50	The government-established but independent Clean Energy Finance Corporation (CEFC) commenced investment operations from 1 July 2013, with a focus on investments in renewable energy, low-emissions and energy efficiency technology and the manufacturing companies that produce materials used in such technologies.
53964	1	Carbon pricing in Australia	57	In May 2012, the Australian Competition and Consumer Commission (ACCC) reported it was investigating about 100 cases where customers had possibly been misled into paying excessive price rises falsely claimed to be as a result of the carbon tax.
53986	0	Carbon pricing in Australia	63	As part of the Energy Security Fund, $1 billion was promised to highly emissions-intensive coal-fired generators.
54024	1	The Hockey Stick and the Climate Wars	3	"Kirkus Reviews"" called it ""an important and disturbing account"" of attempts to spread doubt about climate science, and said ""This blistering indictment of corporate-funded chicanery demands a wide audience."
54105	0	Effects of global warming on human health	2	Human thermoregulatory capacity is exceeded.
54125	1	Effects of global warming on human health	8	The natural environmental controls that used to keep the tick populations in check are disappearing, and warmer and wetter climates are allowing the ticks to breed and grow at an alarming rate, resulting in an increase in Lyme disease, both in existing areas and in areas where it has not been seen before.
54186	0	Effects of global warming on human health	22	Some of the symptoms of dengue fever are fever, headache, muscle and joint pains and skin rash.
54191	0	Effects of global warming on human health	23	The hotter and wetter a climate is, the faster the mosquitoes can mature and the faster the disease can develop.
54192	1	Effects of global warming on human health	23	Another influence is the changing El Nino effects that are affecting the climate to change in different areas of the world, causing dengue fever to be able to spread.
54196	0	Effects of global warming on human health	24	Another useful plan is to educate the public by letting them know when a dengue outbreak is occurring and what they can do to protect themselves.
54256	0	Effects of global warming on human health	35	They are threats to emotional wellbeing through concern and uncertainty about future risks.
54301	0	Effects of global warming on human health	40	Most of these effects are indirect instead of direct, but Clayton and Berry place them in a separate category because they deal with the relationships within a community.
54354	0	Effects of global warming on human health	51	There are many strategies that can be used to help soften the effects, and the further production of greenhouse-gas emissions.
54371	1	Effects of global warming on human health	55	As the temperature changes and weather patterns become more extreme, areas which were historically good for farmland will no longer be as amicable.
54380	0	Effects of global warming on human health	56	If the climate scenario results in mild and wet weather, some areas and crops will suffer, but many may benefit from this.
54473	0	Effects of global warming on human health	69	As mentioned above increased agricultural runoff and warmer water temperature allows for eutrophication of ocean waters.
54511	0	Effects of global warming on human health	74	Deaths do not just occur from drowning, deaths are connected with dehydration, heat stroke, heart attack and any other illness that needs medical supplies that cannot be delivered.
54516	0	Effects of global warming on human health	75	Victims who already have a chronic illness and then sustain a non-fatal injury are put at a higher risk for that non-fatal injury to become fatal.
54531	0	Effects of global warming on human health	77	Vector borne diseases increase as well due to the increase in still water after the floods have settled.
54538	1	Effects of global warming on human health	79	Another result of the warming oceans are stronger hurricanes, which will wreak more havoc on land, and in the oceans, and create more opportunities for vectors to breed and infectious diseases to flourish.
54545	1	Effects of global warming on human health	80	The recession of glaciers change sea salt, sediment, and temperature ratios in the ocean which changes currents, weather patterns, and marine life.
54633	0	Effects of global warming on human health	93	Research by Naeher and colleagues.
54644	0	Effects of global warming on human health	96	Extreme environmental events are increasingly recognized as a key driver of migration across the world.
54646	0	Effects of global warming on human health	96	This figure includes those displaced by storms, floods, and heat and cold waves.
54649	0	Effects of global warming on human health	97	Asia and the Pacific is the global area most prone to natural disasters, both in terms of the absolute number of disasters and of populations affected.
54653	0	Effects of global warming on human health	98	development, and disaster risk management.
54699	0	Plastic pollution	7	Microdebris is more commonly referred to as nurdles.
54723	0	Plastic pollution	11	Polymer degradation takes much longer as a result of saline environments and the cooling effect of the sea.
54764	0	Plastic pollution	21	Consuming the fish that contain these toxins can cause an increase in cancer, immune disorders, and birth defects.
54774	0	Plastic pollution	24	In the United States, the Marine Plastic Pollution Research and Control Act of 1987 prohibits discharge of plastics in the sea, including from naval vessels.
54783	0	Plastic pollution	26	While one study estimated that a little over 80% of plastic debris in ocean water comes from land-based sources, responsible for every year.
54878	0	Plastic pollution	44	A lot is unknown on how severely humans are physically affected by these chemicals.
54975	0	Plastic pollution	70	"In January 2019, the Iceland supermarket chain, which specializes in frozen foods, pledged to ""eliminate or drastically reduce all plastic packaging for its store-brand products by 2023."
54987	0	Plastic pollution	77	Celebrations will include activities such as the Great Global CleanUp, Citizen Science, Advocacy, Education, and art.
54995	0	South Norfolk Railway	1	The South Norfolk Railway was incorporated in 1886, to construct a railway from Simcoe, Ontario to Port Rowan, Ontario.
55004	0	Intergovernmental Science-Policy Platform on Biodiversity and Ecosystem Services	1	The Intergovernmental Science-Policy Platform on Biodiversity and Ecosystem Services (IPBES) is an intergovernmental organization established to improve the interface between science and policy on issues of biodiversity and ecosystem services.
55087	1	Citizens' Climate Lobby	3	Its key purposes are listed as creating a political will for a sustainable climate, while empowering individuals to exercise their personal and political power.
55102	1	Citizens' Climate Lobby	7	Since the initial development of Citizens' Climate Lobby, the group has rapidly grown and spread, from 3 local groups in 2007 to 327 groups in May 2016.
55105	1	Citizens' Climate Lobby	8	These activities support the ongoing goals of the organization and contribute to progress toward effective carbon pricing legislation.
55111	0	Citizens' Climate Lobby	10	CCL's proposal would start the fee at US$15 per ton of equivalent (3/4 of a penny per pound) and rise $10 per ton each year (1/2 of a penny per pound).
55118	0	Citizens' Climate Lobby	11	The proposal is revenue-neutral, with all money collected going to the bottom 2/3 of American households.
55135	1	Citizens' Climate Lobby	17	Economist and law professor Shi-Ling Hsu also supports a revenue-neutral carbon tax.
55150	0	Citizens' Climate Lobby	20	The study finds that the BCA programs evaluated can reduce emissions leakage, can yield modest gains in global economic efficiency, and will shift substantial costs from abating OECD counties to non-abating non-OECD countries.
55180	0	Citizens' Climate Lobby	34	However their first focus is on overhauling the European Union Emissions Trading System (EUETS) as follows:
55182	0	Citizens' Climate Lobby	37	A central theme for is that, for an equitable and socially-compatible carbon price, all revenues must be redistributed back to the population on a per-capita basis.
55198	1	Energy transition	3	The capacity of the earth system to absorb greenhouse gas emissions is already exhausted, and under the Paris climate agreement, emissions must cease by 2040 or 2050.
55219	0	Energy transition	9	Market shares reaching pre-specified thresholds are typically used to characterize the speed of transition (e.g.
55282	0	Energy transition	23	In 2015, the National Assembly has adopted legislation for the transition to low emission vehicles.
55283	0	Energy transition	24	France is second only to Denmark as having the worlds lowest carbon emissions in relation to gross domestic product.
55440	1	Arctic sea ice decline	10	Based on the outcomes of several different models, Overland and Wang (2013) put the early limit for a sea ice free summer Arctic near 2040.
55473	1	Arctic sea ice decline	18	Evidence suggest that the continued loss of Arctic sea-ice and snow cover may influence weather at lower latitudes.
55490	0	Arctic sea ice decline	23	Projected shifts in trade also imply substantial pressure on an already threatened Arctic ecosystem.
55522	0	Years of Living Dangerously	6	We also see how Greenpeace and other environmental groups are making a real and positive difference.
55553	0	Years of Living Dangerously	8	He speaks with President Abd Rabbuh Mansur Hadi.
55555	0	Years of Living Dangerously	8	"Episode 9, ""Moving a Mountain"" (June 9, 2014): Hall concludes his journey to Bangladesh, where rising seas are expected to submerge 17% of the country."
55571	1	Years of Living Dangerously	10	Ian Somerhalder travels to the Bahamas where he looks at historical evidence and explores a blue hole, diving and taking core samples of the ocean floor with scientists from Woods Hole Oceanographic Institution to learn how the warming of the oceans' surface will increase the strength and destructiveness of hurricanes and superstorms.
55685	0	Barbara Hendricks (politician)	20	Hendricks is openly lesbian.
55748	0	Tim Ball	13	In response, Ball filed a lawsuit against Johnson.
55754	0	Tim Ball	14	In February, 2018 Andrew Weaver's defamation suit against Ball was dismissed completely.
55810	1	Climate resilience	10	Few concepts have acquired as much prominence in such a short time span in the climate resilience, nature conservation and sustainable development sectors as Ecosystem-based Adaptation (EbA).
55829	0	Climate resilience	14	Neither are mutually exclusive.
55866	0	Climate resilience	27	Another concept important for understanding vulnerability in the United States is the climate gap.
55877	1	Climate resilience	31	The first element of urban climate resiliency focuses on “systems’ or the physical infrastructure embedded in urban systems.
55903	1	Climate resilience	34	Governance, the process of decision making, is a critical element affecting climate resiliency.
55980	1	Climate resilience	53	As it stands today, there is no country-wide legislation with regards to the topic of climate resiliency in the United States.
56101	0	Cowspiracy	8	"CinemaSpin said it did ""not discuss nuances, instead opting for a simplistic “meat bad, vegan good” message""."
56109	1	Cowspiracy	11	"Boucher's review concludes: ""Movies like Cowspiracy aren’t believable, not only because of how they twist the science, but also because of what they ask us to believe: that the fossil fuel industry—the ExxonMobils of the world—aren’t the main cause of global warming... and that thousands of scientists have covered up the truth about the most important environmental issue of our time."
56111	0	Cowspiracy	12	Within the food supply chain, animal products (including fish farms) account for 56-58% of GHGs, implying that animal products account for roughly 15% of total anthropogenic GHG emissions.
56140	0	Arctic shipping routes	9	In 2060, they forecast that these numbers will decrease to 85% and 40% respectively.
56181	0	Threatened Species Scientific Committee	1	In 2011, Professor Helene Marsh, a conservation biologist of over 30 years experience was appointed Chair of the committee.
56230	0	Cyclone Waste Heat Engine	17	The WHE-25 engine has a 34% cutoff.
56307	0	Laudato si	6	"This subtext makes the document ""more profoundly subversive"" than it appears on the surface."
56398	0	Laudato si	35	Without a radical change of mentality, it will not do.
56420	0	Laudato si	46	The encyclical gave a boost to the fossil fuel divestment movement.
56424	0	Laudato si	47	However, it criticised Francis for ignoring important issues like family planning and birth control.
56428	0	Laudato si	47	If it is serious about the fate of the planet and the welfare of its inhabitants, then it must be braver still on the issue of contraception.
56438	0	Laudato si	50	"Nonetheless, she added, ""Pope Francis's tone, his honesty, how he talks about mercy and care for the poor, and his genuine desire to be a bridge,"" could influence political culture in Washington."
56457	0	Laudato si	54	The lobbyist argued the church should promote fossil fuels instead if he really cared about the poor.
56471	0	Caves of Meghalaya	1	The longest is Krem Liat Prah in the Jaintia Hills, which is .
56501	0	Clean Power Plan	3	Administrator Wheeler defended the change as a way to rectify inconsistencies in the current cost-benefit analyses used by the agency.
56506	1	Clean Power Plan	5	The plan will require individual states to meet specific standards with respect to reduction of carbon dioxide emissions.
56529	0	Clean Power Plan	12	The economic impact of the Clean Power Plan (CPP), not including the impact on employment, can be measured by many variables including its impact on electricity prices and health expenditures.
56531	1	Clean Power Plan	12	Ultimately, the effect of the CPP on households is most influenced by how states decide to meet their emissions goals, allocate the revenue generated by the carbon tax, and collaborate with other states.
56535	0	Clean Power Plan	13	NERA Economic Consulting, funded by coal lobbyists, relied on U.S. Energy Information Administration (EIA) data with pessimistic assumptions, resulting in pessimistic findings stating that some states may even face double-digit price increases.
56537	0	Clean Power Plan	13	The ability to measure and determine the impact on at-risk communities is confounded by these varying conclusions.
56559	0	Clean Power Plan	19	The EPA has created a Clean Energy Incentive Plan that will reward communities who invest in wind and solar generations; the premise is to increase demand for energy efficient programs in low-income communities.
56565	1	Clean Power Plan	22	"The policy has been described as ""[Obama's] most ambitious climate policy to date."
56611	1	Clean Power Plan	36	A list of potential alternatives to the Clean Power Plan following public discussion were leaked to Bloomberg News on October 6.
56619	0	Clean Power Plan	37	Administrator Wheeler defended the change as a way to rectify inconsistencies in the current cost-benefit analyses used by the agency.
56624	0	Solar activity and climate	2	Volcanic outgassing probably created the primordial atmosphere, which contained almost no oxygen and would have been toxic to humans and most modern life.
56635	0	Solar activity and climate	5	These measurements indicate that the Sun's total solar irradiance fluctuates by +-0.1% over the ~11 years of the solar cycle, but that its average value has been stable since the measurements started in 1978.
56640	0	Solar activity and climate	7	In the modern era the Sun has operated within a band sufficiently narrow that climate has been less affected.
56676	1	Solar activity and climate	22	"They conclude that because of this, ""long-term climate change may appear to track the amplitude of the solar activity cycles,"" but that ""Solar radiative forcing of climate is reduced by a factor of 5 when the background component is omitted from historical reconstructions of total solar irradiance ...This suggests that general circulation model (GCM) simulations of twentieth century warming may overestimate the role of solar irradiance variability."
56682	0	Solar activity and climate	23	This paper disagreed with Scafetta and West, who claimed that solar variability has a significant effect on climate forcing.
56685	1	Solar activity and climate	23	with TSI experiencing low secular variability (as the one shown by Wang et al.).
56697	0	Solar activity and climate	26	The Northern Hemisphere, however, has higher population, industry and emissions.
56699	0	Solar activity and climate	28	Solar forcing should warm Earth's atmosphere roughly evenly by altitude, with some variation by wavelength/energy regime.
56719	0	Solar activity and climate	35	Damon and Laut claimed:
56765	0	Worldwide energy supply	6	Worldwide carbon dioxide emission from fuel combustion was 32 gigaton in 2015.
56771	0	Worldwide energy supply	9	Primary energy assessment follows certain rules to ease measurement and comparison of different kinds of energy.
56775	0	Worldwide energy supply	10	In this article Europe does not include Russia.
56787	0	Worldwide energy supply	19	The EU produced 9% less, Africa 5% less, China 12% more, the USA 17% more.
56827	0	Worldwide energy supply	37	For these producers to be economic the ratio of energy returned on energy invested (EROEI) or energy return on investment (EROI) should be large enough.
56829	0	Worldwide energy supply	38	For fossil fuels, nuclear and hydro power the ratios were according to James Conca more than 25.
56923	0	Biodiversity loss	5	Taking into account the relative frequencies, a considerable number of biodiversity indexes has been developed.
56937	0	Biodiversity loss	11	Certain types of pesticides named Neonicotinoids probably contributing to decline of certain bird species.
56944	0	Biodiversity loss	13	"The 2019 IPBES ""Global Assessment Report on Biodiversity and Ecosystem Services"" asserts that industrial farming is a significant factor in collapsing biodiversity."
56965	1	Methane emissions	7	According to a Nature Communications paper published in January 2019, methane emissions instead increased 50 percent between 2000 and 2015.
56974	0	Action for Climate Empowerment	1	It refers to Article 6 of the Convention’s original text (1992), focusing on six priority areas: education, training, public awareness, public participation, public access to information, and international cooperation on these issues.
56982	0	Action for Climate Empowerment	3	In New Delhi, 2002, the eleventh Conference of the Parties (COP 11) adopted the ‘New Delhi Work Programme’ (2002–2007) –to serve as a flexible framework for country-driven action on Article 6 in addressing the specific needs and circumstances of Parties, and reflecting their national priorities and initiatives.
57014	0	Action for Climate Empowerment	10	The SDGs build on the Millennium Development Goals (MDGs), eight anti-poverty targets that the world committed to achieving by 2015.
